Product Name,Price,Image URL,Local Image Path,Product Page
Moment of Forever,$34.99 USD$39.99 USD,,product_images/Moment_of_Forever.jpg,https://ersanails.com/collections/all/products/moment-of-forever
Cherished Heart,$44.99 USD,,product_images/Cherished_Heart.jpg,https://ersanails.com/collections/all/products/cherished-heart
Little Heart,$34.99 USD,,product_images/Little_Heart.jpg,https://ersanails.com/collections/all/products/little-heart
Holy Roses,$49.99 USD,,product_images/Holy_Roses.jpg,https://ersanails.com/collections/all/products/holy-roses
A Kiss to Remember,$49.99 USD$54.99 USD,,product_images/A_Kiss_to_Remember.jpg,https://ersanails.com/collections/all/products/a-kiss-to-remember
Silent Night,$34.99 USD$39.99 USD,,product_images/Silent_Night.jpg,https://ersanails.com/collections/all/products/silent-night
Angelic Rose,$49.99 USD,,product_images/Angelic_Rose.jpg,https://ersanails.com/collections/all/products/angelic-rose
Love Me Tender,$44.99 USD,,product_images/Love_Me_Tender.jpg,https://ersanails.com/collections/all/products/love-me-tender
Petals of Eternity,$53.88 USD$58.88 USD,,product_images/Petals_of_Eternity.jpg,https://ersanails.com/collections/all/products/petals-of-eternity
Jade's Embrace,$53.88 USD$58.88 USD,,product_images/Jades_Embrace.jpg,https://ersanails.com/collections/all/products/jades-embrace
Pink Reverie,$54.99 USD$58.88 USD,,product_images/Pink_Reverie.jpg,https://ersanails.com/collections/all/products/pink-reverie
Opulence,$54.99 USD$58.88 USD,,product_images/Opulence.jpg,https://ersanails.com/collections/all/products/opulence
Neon Blush,$34.99 USD,,product_images/Neon_Blush.jpg,https://ersanails.com/collections/all/products/neon-blush
Soft Light,$29.99 USD$39.99 USD,,product_images/Soft_Light.jpg,https://ersanails.com/collections/all/products/soft-light
Irresistible,$44.99 USD,,product_images/Irresistible.jpg,https://ersanails.com/collections/all/products/irresistible
Undine,$39.99 USD,,product_images/Undine.jpg,https://ersanails.com/collections/all/products/undine
With Love,$34.99 USD$39.99 USD,,product_images/With_Love.jpg,https://ersanails.com/collections/all/products/with-love
Sweet Love,$34.99 USD$49.99 USD,,product_images/Sweet_Love.jpg,https://ersanails.com/collections/all/products/sweet-love
Lunar Devotion,$49.99 USD$54.99 USD,,product_images/Lunar_Devotion.jpg,https://ersanails.com/collections/all/products/lunar-devotion
Cherished Moments,$28.99 USD$44.99 USD,,product_images/Cherished_Moments.jpg,https://ersanails.com/collections/all/products/cherished-moments
Eternal Eve,$44.99 USD$54.99 USD,,product_images/Eternal_Eve.jpg,https://ersanails.com/collections/all/products/eternal-eve
Be Loved,$34.99 USD$44.99 USD,,product_images/Be_Loved.jpg,https://ersanails.com/collections/all/products/be-loved
Winter's Gift,$39.99 USD$49.99 USD,,product_images/Winters_Gift.jpg,https://ersanails.com/collections/all/products/winters-gift
Aureate Bloom,$44.99 USD$49.99 USD,,product_images/Aureate_Bloom.jpg,https://ersanails.com/collections/all/products/aureate-bloom
Ornament of Grace,$64.99 USD,,product_images/Ornament_of_Grace.jpg,https://ersanails.com/collections/all/products/ornament-of-grace
Angel's Gift,$59.99 USD,,product_images/Angels_Gift.jpg,https://ersanails.com/collections/all/products/angels-gift
The Good Days,$48.88 USD,,product_images/The_Good_Days.jpg,https://ersanails.com/collections/all/products/the-good-days
As You Wished,$54.88 USD,,product_images/As_You_Wished.jpg,https://ersanails.com/collections/all/products/as-you-wished
Phoenix Nirvana,$88.88 USD$98.88 USD,,product_images/Phoenix_Nirvana.jpg,https://ersanails.com/collections/all/products/phoenix-nirvana
Miaojiang Girl,$59.99 USD$68.88 USD,,product_images/Miaojiang_Girl.jpg,https://ersanails.com/collections/all/products/miaojiang-girl
Moonlight Scales,$68.88 USD,,product_images/Moonlight_Scales.jpg,https://ersanails.com/collections/all/products/moonlight-scales
Silent Majesty,$88.88 USD,,product_images/Silent_Majesty.jpg,https://ersanails.com/collections/all/products/silent-majesty
Pearl of the Orient,$58.88 USD,,product_images/Pearl_of_the_Orient.jpg,https://ersanails.com/collections/all/products/pearl-of-the-orient
Ruby Venom,$44.88 USD,,product_images/Ruby_Venom.jpg,https://ersanails.com/collections/all/products/ruby-venom
Cool Heart,$62.88 USD$68.88 USD,,product_images/Cool_Heart.jpg,https://ersanails.com/collections/all/products/cool-heart
Mystic Siren,$58.88 USD,,product_images/Mystic_Siren.jpg,https://ersanails.com/collections/all/products/mystic-siren
Starry Pink,$44.99 USD,,product_images/Starry_Pink.jpg,https://ersanails.com/collections/all/products/starry-pink
Much Love,$28.99 USD$44.99 USD,,product_images/Much_Love.jpg,https://ersanails.com/collections/all/products/much-love
Peach Blossom Matcha,$29.99 USD$44.99 USD,,product_images/Peach_Blossom_Matcha.jpg,https://ersanails.com/collections/all/products/peach-blossom-matcha
Lazuli Feather,$29.99 USD$39.99 USD,,product_images/Lazuli_Feather.jpg,https://ersanails.com/collections/all/products/lazuli-feather
Eternal Grace,$59.99 USD,,product_images/Eternal_Grace.jpg,https://ersanails.com/collections/all/products/eternal-grace
Sweet Surrender,$44.99 USD$54.99 USD,,product_images/Sweet_Surrender.jpg,https://ersanails.com/collections/all/products/sweet-surrender
Eternal Faith,$74.99 USD,,product_images/Eternal_Faith.jpg,https://ersanails.com/collections/all/products/eternal-faith
Passion,$28.99 USD$54.99 USD,,product_images/Passion.jpg,https://ersanails.com/collections/all/products/passion
Love Actually,$34.99 USD$44.99 USD,,product_images/Love_Actually.jpg,https://ersanails.com/collections/all/products/love-actually
Red Queen,$49.99 USD$59.99 USD,,product_images/Red_Queen.jpg,https://ersanails.com/collections/all/products/red-queen
Heavenly Embrace,$64.99 USD,,product_images/Heavenly_Embrace.jpg,https://ersanails.com/collections/all/products/heavenly-embrace
Midnight Serenade,$39.99 USD,,product_images/Midnight_Serenade.jpg,https://ersanails.com/collections/all/products/midnight-serenade
Jardin Vert,$49.99 USD$54.99 USD,,product_images/Jardin_Vert.jpg,https://ersanails.com/collections/all/products/jardin-vert
Caramel Ripple,$44.99 USD$49.99 USD,,product_images/Caramel_Ripple.jpg,https://ersanails.com/collections/all/products/caramel-ripple
Evergreen Bliss,$24.99 USD$44.99 USD,,product_images/Evergreen_Bliss.jpg,https://ersanails.com/collections/all/products/evergreen-bliss
Under the Mistletoe,$28.99 USD$49.99 USD,,product_images/Under_the_Mistletoe.jpg,https://ersanails.com/collections/all/products/under-the-mistletoe
Femme Fatale,$198.88 USD$271.52 USD,,product_images/Femme_Fatale.jpg,https://ersanails.com/collections/all/products/femme-fatale
Candy Cane Crush,$24.99 USD$39.99 USD,,product_images/Candy_Cane_Crush.jpg,https://ersanails.com/collections/all/products/candy-cane-crush
Serendipity,$24.99 USD$39.99 USD,,product_images/Serendipity.jpg,https://ersanails.com/collections/all/products/serendipity
Celestial Waltz,$34.99 USD$39.99 USD,,product_images/Celestial_Waltz.jpg,https://ersanails.com/collections/all/products/celestial-waltz
Garnet Glitz,$24.99 USD$44.99 USD,,product_images/Garnet_Glitz.jpg,https://ersanails.com/collections/all/products/garnet-glitz
Obsessed,$39.99 USD$44.99 USD,,product_images/Obsessed.jpg,https://ersanails.com/collections/all/products/obsessed
Teddy's Caress,$39.99 USD$44.99 USD,,product_images/Teddys_Caress.jpg,https://ersanails.com/collections/all/products/teddys-caress
Divine Glow,$34.99 USD$39.99 USD,,product_images/Divine_Glow.jpg,https://ersanails.com/collections/all/products/divine-glow
Crimson Elegance,$44.99 USD$49.99 USD,,product_images/Crimson_Elegance.jpg,https://ersanails.com/collections/all/products/crimson-elegance
La Vie en Rose,$39.99 USD$49.99 USD,,product_images/La_Vie_en_Rose.jpg,https://ersanails.com/collections/all/products/la-vie-en-rose
Midnight Swirl,$34.99 USD$44.99 USD,,product_images/Midnight_Swirl.jpg,https://ersanails.com/collections/all/products/midnight-swirl
Gilded Amber,$39.99 USD$44.99 USD,,product_images/Gilded_Amber.jpg,https://ersanails.com/collections/all/products/gilded-amber
Lady in Red,$39.99 USD$54.99 USD,,product_images/Lady_in_Red.jpg,https://ersanails.com/collections/all/products/lady-in-red
Floral Romance,$44.99 USD$54.99 USD,,product_images/Floral_Romance.jpg,https://ersanails.com/collections/all/products/floral-romance
Cherry on Top,$39.99 USD,,product_images/Cherry_on_Top.jpg,https://ersanails.com/collections/all/products/cherry-on-top
Ribbon of Love,$39.99 USD$54.99 USD,,product_images/Ribbon_of_Love.jpg,https://ersanails.com/collections/all/products/ribbon-of-love
Ruby Whispers,$39.99 USD,,product_images/Ruby_Whispers.jpg,https://ersanails.com/collections/all/products/ruby-whispers
Tidings of Joy,$24.99 USD$54.99 USD,,product_images/Tidings_of_Joy.jpg,https://ersanails.com/collections/all/products/tidings-of-joy
Sweet Indulgence,$54.99 USD$64.99 USD,,product_images/Sweet_Indulgence.jpg,https://ersanails.com/collections/all/products/sweet-indulgence
Love Aura,$34.99 USD$44.99 USD,,product_images/Love_Aura.jpg,https://ersanails.com/collections/all/products/love-aura
Aquamarine,$79.99 USD,,product_images/Aquamarine.jpg,https://ersanails.com/collections/all/products/aquamarine
Golden Grace,$39.99 USD$44.99 USD,,product_images/Golden_Grace.jpg,https://ersanails.com/collections/all/products/golden-grace
Breakfast at Tiffany's,$34.99 USD$39.99 USD,,product_images/Breakfast_at_Tiffanys.jpg,https://ersanails.com/collections/all/products/breakfast-at-tiffanys
Merry & Bright,$24.99 USD$39.99 USD,,product_images/Merry__Bright.jpg,https://ersanails.com/collections/all/products/merry-bright
By the Fireplace,$34.99 USD$44.99 USD,,product_images/By_the_Fireplace.jpg,https://ersanails.com/collections/all/products/by-the-fireplace
Midnight Muse,$44.99 USD$49.99 USD,,product_images/Midnight_Muse.jpg,https://ersanails.com/collections/all/products/midnight-muse
Fleur Rouge,$54.99 USD,,product_images/Fleur_Rouge.jpg,https://ersanails.com/collections/all/products/fleur-rouge
Teddy Bear,$34.99 USD$39.99 USD,,product_images/Teddy_Bear.jpg,https://ersanails.com/collections/all/products/teddy-bear
Blue Rapture,$39.99 USD,,product_images/Blue_Rapture.jpg,https://ersanails.com/collections/all/products/blue-rapture
Mermaid's Melody,$34.99 USD$39.99 USD,,product_images/Mermaids_Melody.jpg,https://ersanails.com/collections/all/products/mermaids-melody
All Too Well,$44.99 USD$49.99 USD,,product_images/All_Too_Well.jpg,https://ersanails.com/collections/all/products/all-too-well
Petal Pink,$39.99 USD,,product_images/Petal_Pink.jpg,https://ersanails.com/collections/all/products/petal-pink
Violet Nebula,$34.99 USD$39.99 USD,,product_images/Violet_Nebula.jpg,https://ersanails.com/collections/all/products/violet-nebula
Midnight Madness,$44.99 USD$54.99 USD,,product_images/Midnight_Madness.jpg,https://ersanails.com/collections/all/products/midnight-madness
Faithful,$69.99 USD,,product_images/Faithful.jpg,https://ersanails.com/collections/all/products/faithful
Thorned Heart,$44.99 USD$54.99 USD,,product_images/Thorned_Heart.jpg,https://ersanails.com/collections/all/products/thorned-heart
Scarlet Petals,$44.99 USD$49.99 USD,,product_images/Scarlet_Petals.jpg,https://ersanails.com/collections/all/products/scarlet-petals
Caramel,$34.99 USD$39.99 USD,,product_images/Caramel.jpg,https://ersanails.com/collections/all/products/caramel
Twilight Bloom,$44.99 USD$49.99 USD,,product_images/Twilight_Bloom.jpg,https://ersanails.com/collections/all/products/twilight-bloom
Forest Fairy,$39.99 USD,,product_images/Forest_Fairy.jpg,https://ersanails.com/collections/all/products/forest-fairy
Metallic Mirage,$34.99 USD$39.99 USD,,product_images/Metallic_Mirage.jpg,https://ersanails.com/collections/all/products/metallic-mirage
Verdant Allure,$34.99 USD$39.99 USD,,product_images/Verdant_Allure.jpg,https://ersanails.com/collections/all/products/verdant-allure
Pearl Seashell,$44.99 USD,,product_images/Pearl_Seashell.jpg,https://ersanails.com/collections/all/products/pearl-seashell
Silk Ripple,$39.99 USD$49.99 USD,,product_images/Silk_Ripple.jpg,https://ersanails.com/collections/all/products/silk-ripple
Emerald Dream,$39.99 USD,,product_images/Emerald_Dream.jpg,https://ersanails.com/collections/all/products/emerald-dream
Honeyed Bloom,$49.99 USD$54.99 USD,,product_images/Honeyed_Bloom.jpg,https://ersanails.com/collections/all/products/honeyed-bloom
Galactic Tide,$34.99 USD$39.99 USD,,product_images/Galactic_Tide.jpg,https://ersanails.com/collections/all/products/galactic-tide
Glacial Whispers,$24.99 USD$34.99 USD,,product_images/Glacial_Whispers.jpg,https://ersanails.com/collections/all/products/glacial-whispers
Dream Ocean,$34.99 USD,,product_images/Dream_Ocean.jpg,https://ersanails.com/collections/all/products/dream-ocean
Azure Haze,From $29.99 USD,,product_images/Azure_Haze.jpg,https://ersanails.com/collections/all/products/azure-haze
Small Blessings,$39.99 USD,,product_images/Small_Blessings.jpg,https://ersanails.com/collections/all/products/small-blessings
Starlight Kisses,$39.99 USD$44.99 USD,,product_images/Starlight_Kisses.jpg,https://ersanails.com/collections/all/products/starlight-kisses
Girl in Pearl,$34.99 USD$39.99 USD,,product_images/Girl_in_Pearl.jpg,https://ersanails.com/collections/all/products/girl-in-pearl
Mermaid's Tear,$34.99 USD$44.99 USD,,product_images/Mermaids_Tear.jpg,https://ersanails.com/collections/all/products/mermaids-tear
Blue Hawaii,$39.99 USD,,product_images/Blue_Hawaii.jpg,https://ersanails.com/collections/all/products/blue-hawaii
Silken Ties,$39.99 USD,,product_images/Silken_Ties.jpg,https://ersanails.com/collections/all/products/silken-ties
Glacial Whisper (medium almond),$34.99 USD,,product_images/Glacial_Whisper_medium_almond.jpg,https://ersanails.com/collections/all/products/glacial-whisper-medium-almond
Golden Days,$34.99 USD$39.99 USD,,product_images/Golden_Days.jpg,https://ersanails.com/collections/all/products/golden-days
Cherry Jubilee,$28.99 USD$39.99 USD,,product_images/Cherry_Jubilee.jpg,https://ersanails.com/collections/all/products/cherry-jubilee
Cherry Smoothie,$44.99 USD$49.99 USD,,product_images/Cherry_Smoothie.jpg,https://ersanails.com/collections/all/products/cherry-smoothie
Forever in Love,$28.99 USD$39.99 USD,,product_images/Forever_in_Love.jpg,https://ersanails.com/collections/all/products/forever-in-love
Sparkling Allure,$34.99 USD$39.99 USD,,product_images/Sparkling_Allure.jpg,https://ersanails.com/collections/all/products/sparkling-allure
Golden Dawn,$39.99 USD,,product_images/Golden_Dawn.jpg,https://ersanails.com/collections/all/products/golden-dawn
Hidden Gem,$34.99 USD$39.99 USD,,product_images/Hidden_Gem.jpg,https://ersanails.com/collections/all/products/hidden-gem
Witches Curse,$54.99 USD$69.99 USD,,product_images/Witches_Curse.jpg,https://ersanails.com/collections/all/products/witches-curse
Gothic Radiance,$34.99 USD$39.99 USD,,product_images/Gothic_Radiance.jpg,https://ersanails.com/collections/all/products/gothic-radiance
Nocturnal Elegance,$34.99 USD,,product_images/Nocturnal_Elegance.jpg,https://ersanails.com/collections/all/products/nocturnal-elegance
Coquette Kisses,$34.99 USD$49.99 USD,,product_images/Coquette_Kisses.jpg,https://ersanails.com/collections/all/products/coquette-kisses
Sun Crush,$54.99 USD$64.99 USD,,product_images/Sun_Crush.jpg,https://ersanails.com/collections/all/products/sun-crush
Blue Legend,$39.99 USD$44.99 USD,,product_images/Blue_Legend.jpg,https://ersanails.com/collections/all/products/blue-legend
Material Girl,$34.99 USD$39.99 USD,,product_images/Material_Girl.jpg,https://ersanails.com/collections/all/products/material-girl
Golden Shimmer,$39.99 USD,,product_images/Golden_Shimmer.jpg,https://ersanails.com/collections/all/products/golden-shimmer-1
Whispering Tide,$44.99 USD,,product_images/Whispering_Tide.jpg,https://ersanails.com/collections/all/products/whispering-tide
Cosmic Girl,$49.99 USD$54.99 USD,,product_images/Cosmic_Girl.jpg,https://ersanails.com/collections/all/products/cosmic-girl
Porcelain Dragon,$79.99 USD,,product_images/Porcelain_Dragon.jpg,https://ersanails.com/collections/all/products/porcelain-dragon
Mamianqun,$54.99 USD$59.99 USD,,product_images/Mamianqun.jpg,https://ersanails.com/collections/all/products/mamianqun
Stargazing,$34.99 USD$39.99 USD,,product_images/Stargazing.jpg,https://ersanails.com/collections/all/products/stargazing
Kitty's Fairyland,$34.99 USD$39.99 USD,,product_images/Kittys_Fairyland.jpg,https://ersanails.com/collections/all/products/kittys-fairyland
Ersa Nails ProTouch Kit,From $19.99 USD,,product_images/Ersa_Nails_ProTouch_Kit.jpg,https://ersanails.com/collections/all/products/ersa-nails-protouch-kit
Ersa Nails Starter Pack,$9.99 USD,,product_images/Ersa_Nails_Starter_Pack.jpg,https://ersanails.com/collections/all/products/ersa-nails-starter-pack
Solid Glue Tabs,From $8.99 USD,,product_images/Solid_Glue_Tabs.jpg,https://ersanails.com/collections/all/products/solid-glue-tabs
Ersa Removal Pen,$9.99 USD,,product_images/Ersa_Removal_Pen.jpg,https://ersanails.com/collections/all/products/ersa-removal-pen
ProTouch Kit Premier,$27.99 USD$33.97 USD,,product_images/ProTouch_Kit_Premier.jpg,https://ersanails.com/collections/all/products/protouch-kit-premier
Solid Nail Glue Gel,From $3.99 USD,,product_images/Solid_Nail_Glue_Gel.jpg,https://ersanails.com/collections/all/products/solid-nail-glue-gel
Ersa Magic Glue,From $8.99 USD,,product_images/Ersa_Magic_Glue.jpg,https://ersanails.com/collections/all/products/brush-on-nail-glue
Ersa Magic Remover,From $8.99 USD,,product_images/Ersa_Magic_Remover.jpg,https://ersanails.com/collections/all/products/nail-glue-remover
Ersa Cuticle Oil Pen,$7.99 USD,,product_images/Ersa_Cuticle_Oil_Pen.jpg,https://ersanails.com/collections/all/products/ersa-cuticle-oil-pen
Ersa Nail Stamp,From $16.99 USD,,product_images/Ersa_Nail_Stamp.jpg,https://ersanails.com/collections/all/products/ersa-nail-stamp
Sticky Tabs Pack (10 sheets),From $6.99 USD,,product_images/Sticky_Tabs_Pack_10_sheets.jpg,https://ersanails.com/collections/all/products/sticky-tabs-pack-10-sheets
Ersa Cuticle Oil,$6.99 USD,,product_images/Ersa_Cuticle_Oil.jpg,https://ersanails.com/collections/all/products/ersa-cuticle-oil
Ersa Bubble Binder,$24.99 USD,,product_images/Ersa_Bubble_Binder.jpg,https://ersanails.com/collections/all/products/ersa-bubble-binder
Ersa Collector Book,$14.99 USD$19.99 USD,,product_images/Ersa_Collector_Book.jpg,https://ersanails.com/collections/all/products/ersa-collector-book
Ersa Bunny Pouch,$14.99 USD,,product_images/Ersa_Bunny_Pouch.jpg,https://ersanails.com/collections/all/products/ersa-bunny-pouch
Ersa Tote Bag,$19.99 USD$24.99 USD,,product_images/Ersa_Tote_Bag.jpg,https://ersanails.com/collections/all/products/ersa-tote-bag
Ersa T-Shirt,$34.99 USD,,product_images/Ersa_T-Shirt.jpg,https://ersanails.com/collections/all/products/ersa-t-shirt
Ersa Nails Display Stand,$19.99 USD,,product_images/Ersa_Nails_Display_Stand.jpg,https://ersanails.com/collections/all/products/acrylic-stand
Ersa Nails Cuticle Tool Kit,$6.99 USD$9.99 USD,,product_images/Ersa_Nails_Cuticle_Tool_Kit.jpg,https://ersanails.com/collections/all/products/ersa-nails-cuticle-tool-kit
Ersa Handbag,$19.99 USD$24.99 USD,,product_images/Ersa_Handbag.jpg,https://ersanails.com/collections/all/products/ersa-holiday-bag
Holiday Gift Packaging,$14.99 USD,,product_images/Holiday_Gift_Packaging.jpg,https://ersanails.com/collections/all/products/holiday-gift-packaging
Timeless Beauty,$34.99 USD$44.99 USD,,product_images/Timeless_Beauty.jpg,https://ersanails.com/collections/all/products/timeless-beauty
Soft Breeze,$34.99 USD$39.99 USD,,product_images/Soft_Breeze.jpg,https://ersanails.com/collections/all/products/soft-breeze
Blush Starlight,$39.99 USD$49.99 USD,,product_images/Blush_Starlight.jpg,https://ersanails.com/collections/all/products/blush-starlight
Blossom Beaded Necklace - Work Piece,$60.00 USD,,product_images/Blossom_Beaded_Necklace_-_Work_Piece.jpg,https://ersanails.com/collections/all/products/blossom-beaded-necklace-work-piece
Big Blossom Lightweight Earrings - Work Piece,$58.00 USD,,product_images/Big_Blossom_Lightweight_Earrings_-_Work_Piece.jpg,https://ersanails.com/collections/all/products/big-blossom-lightweight-earrings-work-piece
Tropical Horn Necklace - Work Piece,$30.00 USD$50.00 USD,,product_images/Tropical_Horn_Necklace_-_Work_Piece.jpg,https://ersanails.com/collections/all/products/tropical-horn-necklace-work-piece
Tropical Enamel Ring - Work Piece,$20.00 USD,,product_images/Tropical_Enamel_Ring_-_Work_Piece.jpg,https://ersanails.com/collections/all/products/tropical-enamel-ring-work-piece
Fruit Candy,$34.99 USD$39.99 USD,,product_images/Fruit_Candy.jpg,https://ersanails.com/collections/all/products/fruit-candy
Virgencita,$64.99 USD,,product_images/Virgencita.jpg,https://ersanails.com/collections/all/products/virgencita
Elegant Moments,$29.99 USD,,product_images/Elegant_Moments.jpg,https://ersanails.com/collections/all/products/elegant-moments
Sacred Icon,$69.99 USD$84.99 USD,,product_images/Sacred_Icon.jpg,https://ersanails.com/collections/all/products/sacred-icon
Miss Charming,From $129.99 USD,,product_images/Miss_Charming.jpg,https://ersanails.com/collections/all/products/miss-charming
For Her,From $129.99 USD,,product_images/For_Her.jpg,https://ersanails.com/collections/all/products/for-her
Dreamscape,$89.99 USD$114.97 USD,,product_images/Dreamscape.jpg,https://ersanails.com/collections/all/products/dreamscape
Voyage,$89.99 USD$114.97 USD,,product_images/Voyage.jpg,https://ersanails.com/collections/all/products/voyage
Blossom Dreams,$229.99 USD$314.94 USD,,product_images/Blossom_Dreams.jpg,https://ersanails.com/collections/all/products/blossom-dreams
Letters from the Garden,$144.99 USD$199.96 USD,,product_images/Letters_from_the_Garden.jpg,https://ersanails.com/collections/all/products/letters-from-the-garden
Verdant Pulse,$129.99 USD$179.97 USD,,product_images/Verdant_Pulse.jpg,https://ersanails.com/collections/all/products/verdant-pulse
Lush Aqua,$179.99 USD$247.97 USD,,product_images/Lush_Aqua.jpg,https://ersanails.com/collections/all/products/lush-aqua
Floral Reverie,$84.99 USD$109.97 USD,,product_images/Floral_Reverie.jpg,https://ersanails.com/collections/all/products/floral-reverie
Li'l Seashell,$99.99 USD$124.97 USD,,product_images/Lil_Seashell.jpg,https://ersanails.com/collections/all/products/lil-seashell
Blush Babe,$94.99 USD$119.97 USD,,product_images/Blush_Babe.jpg,https://ersanails.com/collections/all/products/blush-babe
The Language of Flowers,$94.99 USD$114.97 USD,,product_images/The_Language_of_Flowers.jpg,https://ersanails.com/collections/all/products/the-language-of-flowers
Reborn,$589.99 USD$814.85 USD,,product_images/Reborn.jpg,https://ersanails.com/collections/all/products/reborn
Lady with Flowers,$94.99 USD$119.97 USD,,product_images/Lady_with_Flowers.jpg,https://ersanails.com/collections/all/products/lady-with-flowers
Eternal Garden,$199.99 USD$284.94 USD,,product_images/Eternal_Garden.jpg,https://ersanails.com/collections/all/products/eternal-garden
All I Want,$149.99 USD$204.95 USD,,product_images/All_I_Want.jpg,https://ersanails.com/collections/all/products/all-i-want
Clean Girl,$94.99 USD$129.97 USD,,product_images/Clean_Girl.jpg,https://ersanails.com/collections/all/products/clean-girl
Opulent Touch,$189.99 USD$259.96 USD,,product_images/Opulent_Touch.jpg,https://ersanails.com/collections/all/products/opulent-touch
Graceful Waltz,$178.88 USD$245.52 USD,,product_images/Graceful_Waltz.jpg,https://ersanails.com/collections/all/products/graceful-waltz
She Walks in Beauty,$178.88 USD$245.52 USD,,product_images/She_Walks_in_Beauty.jpg,https://ersanails.com/collections/all/products/she-walks-in-beauty
The Thriving Day,$218.88 USD$306.40 USD,,product_images/The_Thriving_Day.jpg,https://ersanails.com/collections/all/products/the-thriving-day
Reunion,"$718.88 USD$1,000.08 USD",,product_images/Reunion.jpg,https://ersanails.com/collections/all/products/reunion
Warm Embrace,$124.99 USD$169.96 USD,,product_images/Warm_Embrace.jpg,https://ersanails.com/collections/all/products/warm-embrace
Genuine,$149.99 USD$204.95 USD,,product_images/Genuine.jpg,https://ersanails.com/collections/all/products/genuine
Pure Intentions,$29.99 USD,,product_images/Pure_Intentions.jpg,https://ersanails.com/collections/all/products/pure-intentions
Plumeria,$39.99 USD,,product_images/Plumeria.jpg,https://ersanails.com/collections/all/products/plumeria
Blooming Warmth,$139.99 USD$194.96 USD,,product_images/Blooming_Warmth.jpg,https://ersanails.com/collections/all/products/blooming-warmth
On the Beach,$129.99 USD$179.96 USD,,product_images/On_the_Beach.jpg,https://ersanails.com/collections/all/products/on-the-beach
Fusion Ripple,$86.23 USD$114.97 USD,,product_images/Fusion_Ripple.jpg,https://ersanails.com/collections/all/products/fusion-ripple
Under the Sea,$499.99 USD$699.85 USD,,product_images/Under_the_Sea.jpg,https://ersanails.com/collections/all/products/under-the-sea
Song of Mermaids,$199.99 USD$279.95 USD,,product_images/Song_of_Mermaids.jpg,https://ersanails.com/collections/all/products/song-of-mermaids-1
Take Me Away,$219.99 USD$309.94 USD,,product_images/Take_Me_Away.jpg,https://ersanails.com/collections/all/products/take-me-away
Witches Party,$619.99 USD$844.85 USD,,product_images/Witches_Party.jpg,https://ersanails.com/collections/all/products/witches-party
Blue Serenity,$89.99 USD$124.97 USD,,product_images/Blue_Serenity.jpg,https://ersanails.com/collections/all/products/blue-serenity
Ersa's Pick,$139.99 USD$194.95 USD,,product_images/Ersas_Pick.jpg,https://ersanails.com/collections/all/products/ersas-pick
In The Name Of Love,$89.99 USD$129.97 USD,,product_images/In_The_Name_Of_Love.jpg,https://ersanails.com/collections/all/products/in-the-name-of-love
Goth To Death,$74.99 USD$104.97 USD,,product_images/Goth_To_Death.jpg,https://ersanails.com/collections/all/products/goth-to-death
The Secret,$164.98 USD$219.97 USD,,product_images/The_Secret.jpg,https://ersanails.com/collections/all/products/the-secret
Sacred Touch,$142.48 USD$189.97 USD,,product_images/Sacred_Touch.jpg,https://ersanails.com/collections/all/products/sacred-touch
Ersa's Pick 2,$129.47 USD$184.95 USD,,product_images/Ersas_Pick_2.jpg,https://ersanails.com/collections/all/products/ersas-pick-2
Dark Ballerina,$64.99 USD,,product_images/Dark_Ballerina.jpg,https://ersanails.com/collections/all/products/dark-ballerina
Liquid Mercury,$34.99 USD$44.99 USD,,product_images/Liquid_Mercury.jpg,https://ersanails.com/collections/all/products/liquid-mercury
Galaxy,$29.99 USD$34.99 USD,,product_images/Galaxy.jpg,https://ersanails.com/collections/all/products/galaxy
Night Angel,$69.99 USD$79.99 USD,,product_images/Night_Angel.jpg,https://ersanails.com/collections/all/products/night-angel
Crusaders,$34.99 USD,,product_images/Crusaders.jpg,https://ersanails.com/collections/all/products/crusaders
Wonder Flora,$24.99 USD$39.99 USD,,product_images/Wonder_Flora.jpg,https://ersanails.com/collections/all/products/wonder-flora
Death of Mermaids,$24.99 USD$64.99 USD,,product_images/Death_of_Mermaids.jpg,https://ersanails.com/collections/all/products/death-of-mermaids
Crimson Chronicles,$24.99 USD$49.99 USD,,product_images/Crimson_Chronicles.jpg,https://ersanails.com/collections/all/products/crimson-chronicles
Stranger Things,$24.99 USD$64.99 USD,,product_images/Stranger_Things.jpg,https://ersanails.com/collections/all/products/stranger-things
Reaper's Rhapsody,$24.99 USD$44.99 USD,,product_images/Reapers_Rhapsody.jpg,https://ersanails.com/collections/all/products/haunting-elegance
Sweet Sin,$24.99 USD$44.99 USD,,product_images/Sweet_Sin.jpg,https://ersanails.com/collections/all/products/sweet-sin
Customization Request,$8.00 USD$9.99 USD,,product_images/Customization_Request.jpg,https://ersanails.com/collections/all/products/customization-request
Nails Refill Services,$1.00 USD,,product_images/Nails_Refill_Services.jpg,https://ersanails.com/collections/all/products/nails-refill-services
Handheld UV Lamp,$14.99 USD,,product_images/Handheld_UV_Lamp.jpg,https://ersanails.com/collections/all/products/handheld-uv-lamp
Neon Dream,$34.99 USD,,product_images/Neon_Dream.jpg,https://ersanails.com/collections/all/products/neon-dream
Entranced,$34.99 USD,,product_images/Entranced.jpg,https://ersanails.com/collections/all/products/entranced
