Product Name,Price,Product Page,Image URLs
Fleur Rouge,$54.99 USD,https://ersanails.com/collections/all/products/fleur-rouge,"https://ersanails.com/cdn/shop/files/FleurRouge-ErsaNailsPressOnNails_0.jpg?v=1732087650&width=180, https://ersanails.com/cdn/shop/files/FleurRouge-ErsaNailsPressOnNails_0.jpg?v=1732087650&width=240, https://ersanails.com/cdn/shop/files/FleurRouge-ErsaNailsPressOnNails_0.jpg?v=1732087650&width=300, https://ersanails.com/cdn/shop/files/FleurRouge-ErsaNailsPressOnNails_0.jpg?v=1732087650&width=360, https://ersanails.com/cdn/shop/files/FleurRouge-ErsaNailsPressOnNails_0.jpg?v=1732087650&width=400, https://ersanails.com/cdn/shop/files/FleurRouge-ErsaNailsPressOnNails_0.jpg?v=1732087650&width=460, https://ersanails.com/cdn/shop/files/FleurRouge-ErsaNailsPressOnNails_0.jpg?v=1732087650&width=540, https://ersanails.com/cdn/shop/files/FleurRouge-ErsaNailsPressOnNails_0.jpg?v=1732087650&width=560, https://ersanails.com/cdn/shop/files/FleurRouge-ErsaNailsPressOnNails_0.jpg?v=1732087650&width=590, https://ersanails.com/cdn/shop/files/FleurRouge-ErsaNailsPressOnNails_0.jpg?v=1732087650&width=606, https://ersanails.com/cdn/shop/files/FleurRouge-ErsaNailsPressOnNails_0.jpg?v=1732087650&width=630, https://ersanails.com/cdn/shop/files/FleurRouge-ErsaNailsPressOnNails_0.jpg?v=1732087650&width=670, https://ersanails.com/cdn/shop/files/FleurRouge-ErsaNailsPressOnNails_0.jpg?v=1732087650&width=720, https://ersanails.com/cdn/shop/files/FleurRouge-ErsaNailsPressOnNails_0.jpg?v=1732087650&width=738, https://ersanails.com/cdn/shop/files/FleurRouge-ErsaNailsPressOnNails_0.jpg?v=1732087650&width=770, https://ersanails.com/cdn/shop/files/FleurRouge-ErsaNailsPressOnNails_0.jpg?v=1732087650&width=814, https://ersanails.com/cdn/shop/files/FleurRouge-ErsaNailsPressOnNails_0.jpg?v=1732087650&width=900, https://ersanails.com/cdn/shop/files/FleurRouge-ErsaNailsPressOnNails_0.jpg?v=1732087650&width=1024, https://ersanails.com/cdn/shop/files/FleurRouge-ErsaNailsPressOnNails_0.jpg?v=1732087650&width=1080, https://ersanails.com/cdn/shop/files/FleurRouge-ErsaNailsPressOnNails_0.jpg?v=1732087650&width=1080"
Teddy Bear,$34.99 USD$39.99 USD,https://ersanails.com/collections/all/products/teddy-bear,"https://ersanails.com/cdn/shop/files/TeddyBear-ErsaNailsPressOnNails_0.jpg?v=1732157378&width=180, https://ersanails.com/cdn/shop/files/TeddyBear-ErsaNailsPressOnNails_0.jpg?v=1732157378&width=240, https://ersanails.com/cdn/shop/files/TeddyBear-ErsaNailsPressOnNails_0.jpg?v=1732157378&width=300, https://ersanails.com/cdn/shop/files/TeddyBear-ErsaNailsPressOnNails_0.jpg?v=1732157378&width=360, https://ersanails.com/cdn/shop/files/TeddyBear-ErsaNailsPressOnNails_0.jpg?v=1732157378&width=400, https://ersanails.com/cdn/shop/files/TeddyBear-ErsaNailsPressOnNails_0.jpg?v=1732157378&width=460, https://ersanails.com/cdn/shop/files/TeddyBear-ErsaNailsPressOnNails_0.jpg?v=1732157378&width=540, https://ersanails.com/cdn/shop/files/TeddyBear-ErsaNailsPressOnNails_0.jpg?v=1732157378&width=560, https://ersanails.com/cdn/shop/files/TeddyBear-ErsaNailsPressOnNails_0.jpg?v=1732157378&width=590, https://ersanails.com/cdn/shop/files/TeddyBear-ErsaNailsPressOnNails_0.jpg?v=1732157378&width=606, https://ersanails.com/cdn/shop/files/TeddyBear-ErsaNailsPressOnNails_0.jpg?v=1732157378&width=630, https://ersanails.com/cdn/shop/files/TeddyBear-ErsaNailsPressOnNails_0.jpg?v=1732157378&width=670, https://ersanails.com/cdn/shop/files/TeddyBear-ErsaNailsPressOnNails_0.jpg?v=1732157378&width=720, https://ersanails.com/cdn/shop/files/TeddyBear-ErsaNailsPressOnNails_0.jpg?v=1732157378&width=738, https://ersanails.com/cdn/shop/files/TeddyBear-ErsaNailsPressOnNails_0.jpg?v=1732157378&width=770, https://ersanails.com/cdn/shop/files/TeddyBear-ErsaNailsPressOnNails_0.jpg?v=1732157378&width=814, https://ersanails.com/cdn/shop/files/TeddyBear-ErsaNailsPressOnNails_0.jpg?v=1732157378&width=900, https://ersanails.com/cdn/shop/files/TeddyBear-ErsaNailsPressOnNails_0.jpg?v=1732157378&width=1024, https://ersanails.com/cdn/shop/files/TeddyBear-ErsaNailsPressOnNails_0.jpg?v=1732157378&width=1080, https://ersanails.com/cdn/shop/files/TeddyBear-ErsaNailsPressOnNails_0.jpg?v=1732157378&width=1080"
Blue Rapture,$39.99 USD,https://ersanails.com/collections/all/products/blue-rapture,"https://ersanails.com/cdn/shop/files/Blue_Rapture_-_ErsaNails_PressOnNails_1.jpg?v=1731650598&width=180, https://ersanails.com/cdn/shop/files/Blue_Rapture_-_ErsaNails_PressOnNails_1.jpg?v=1731650598&width=240, https://ersanails.com/cdn/shop/files/Blue_Rapture_-_ErsaNails_PressOnNails_1.jpg?v=1731650598&width=300, https://ersanails.com/cdn/shop/files/Blue_Rapture_-_ErsaNails_PressOnNails_1.jpg?v=1731650598&width=360, https://ersanails.com/cdn/shop/files/Blue_Rapture_-_ErsaNails_PressOnNails_1.jpg?v=1731650598&width=400, https://ersanails.com/cdn/shop/files/Blue_Rapture_-_ErsaNails_PressOnNails_1.jpg?v=1731650598&width=460, https://ersanails.com/cdn/shop/files/Blue_Rapture_-_ErsaNails_PressOnNails_1.jpg?v=1731650598&width=540, https://ersanails.com/cdn/shop/files/Blue_Rapture_-_ErsaNails_PressOnNails_1.jpg?v=1731650598&width=560, https://ersanails.com/cdn/shop/files/Blue_Rapture_-_ErsaNails_PressOnNails_1.jpg?v=1731650598&width=590, https://ersanails.com/cdn/shop/files/Blue_Rapture_-_ErsaNails_PressOnNails_1.jpg?v=1731650598&width=606, https://ersanails.com/cdn/shop/files/Blue_Rapture_-_ErsaNails_PressOnNails_1.jpg?v=1731650598&width=630, https://ersanails.com/cdn/shop/files/Blue_Rapture_-_ErsaNails_PressOnNails_1.jpg?v=1731650598&width=670, https://ersanails.com/cdn/shop/files/Blue_Rapture_-_ErsaNails_PressOnNails_1.jpg?v=1731650598&width=720, https://ersanails.com/cdn/shop/files/Blue_Rapture_-_ErsaNails_PressOnNails_1.jpg?v=1731650598&width=738, https://ersanails.com/cdn/shop/files/Blue_Rapture_-_ErsaNails_PressOnNails_1.jpg?v=1731650598&width=770, https://ersanails.com/cdn/shop/files/Blue_Rapture_-_ErsaNails_PressOnNails_1.jpg?v=1731650598&width=814, https://ersanails.com/cdn/shop/files/Blue_Rapture_-_ErsaNails_PressOnNails_1.jpg?v=1731650598&width=900, https://ersanails.com/cdn/shop/files/Blue_Rapture_-_ErsaNails_PressOnNails_1.jpg?v=1731650598&width=1024, https://ersanails.com/cdn/shop/files/Blue_Rapture_-_ErsaNails_PressOnNails_1.jpg?v=1731650598&width=1080, https://ersanails.com/cdn/shop/files/Blue_Rapture_-_ErsaNails_PressOnNails_1.jpg?v=1731650598&width=1080"
Mermaid's Melody,$34.99 USD$39.99 USD,https://ersanails.com/collections/all/products/mermaids-melody,"https://ersanails.com/cdn/shop/files/Mermaid_sMelody-ErsaNailsPressOnNails_1.jpg?v=1730872767&width=180, https://ersanails.com/cdn/shop/files/Mermaid_sMelody-ErsaNailsPressOnNails_1.jpg?v=1730872767&width=240, https://ersanails.com/cdn/shop/files/Mermaid_sMelody-ErsaNailsPressOnNails_1.jpg?v=1730872767&width=300, https://ersanails.com/cdn/shop/files/Mermaid_sMelody-ErsaNailsPressOnNails_1.jpg?v=1730872767&width=360, https://ersanails.com/cdn/shop/files/Mermaid_sMelody-ErsaNailsPressOnNails_1.jpg?v=1730872767&width=400, https://ersanails.com/cdn/shop/files/Mermaid_sMelody-ErsaNailsPressOnNails_1.jpg?v=1730872767&width=460, https://ersanails.com/cdn/shop/files/Mermaid_sMelody-ErsaNailsPressOnNails_1.jpg?v=1730872767&width=540, https://ersanails.com/cdn/shop/files/Mermaid_sMelody-ErsaNailsPressOnNails_1.jpg?v=1730872767&width=560, https://ersanails.com/cdn/shop/files/Mermaid_sMelody-ErsaNailsPressOnNails_1.jpg?v=1730872767&width=590, https://ersanails.com/cdn/shop/files/Mermaid_sMelody-ErsaNailsPressOnNails_1.jpg?v=1730872767&width=606, https://ersanails.com/cdn/shop/files/Mermaid_sMelody-ErsaNailsPressOnNails_1.jpg?v=1730872767&width=630, https://ersanails.com/cdn/shop/files/Mermaid_sMelody-ErsaNailsPressOnNails_1.jpg?v=1730872767&width=670, https://ersanails.com/cdn/shop/files/Mermaid_sMelody-ErsaNailsPressOnNails_1.jpg?v=1730872767&width=720, https://ersanails.com/cdn/shop/files/Mermaid_sMelody-ErsaNailsPressOnNails_1.jpg?v=1730872767&width=738, https://ersanails.com/cdn/shop/files/Mermaid_sMelody-ErsaNailsPressOnNails_1.jpg?v=1730872767&width=770, https://ersanails.com/cdn/shop/files/Mermaid_sMelody-ErsaNailsPressOnNails_1.jpg?v=1730872767&width=814, https://ersanails.com/cdn/shop/files/Mermaid_sMelody-ErsaNailsPressOnNails_1.jpg?v=1730872767&width=900, https://ersanails.com/cdn/shop/files/Mermaid_sMelody-ErsaNailsPressOnNails_1.jpg?v=1730872767&width=1024, https://ersanails.com/cdn/shop/files/Mermaid_sMelody-ErsaNailsPressOnNails_1.jpg?v=1730872767&width=1080, https://ersanails.com/cdn/shop/files/Mermaid_sMelody-ErsaNailsPressOnNails_1.jpg?v=1730872767&width=1080"
All Too Well,$44.99 USD$49.99 USD,https://ersanails.com/collections/all/products/all-too-well,"https://ersanails.com/cdn/shop/files/AllTooWell-ErsaNailsPressOnNails_0.jpg?v=1732157627&width=180, https://ersanails.com/cdn/shop/files/AllTooWell-ErsaNailsPressOnNails_0.jpg?v=1732157627&width=240, https://ersanails.com/cdn/shop/files/AllTooWell-ErsaNailsPressOnNails_0.jpg?v=1732157627&width=300, https://ersanails.com/cdn/shop/files/AllTooWell-ErsaNailsPressOnNails_0.jpg?v=1732157627&width=360, https://ersanails.com/cdn/shop/files/AllTooWell-ErsaNailsPressOnNails_0.jpg?v=1732157627&width=400, https://ersanails.com/cdn/shop/files/AllTooWell-ErsaNailsPressOnNails_0.jpg?v=1732157627&width=460, https://ersanails.com/cdn/shop/files/AllTooWell-ErsaNailsPressOnNails_0.jpg?v=1732157627&width=540, https://ersanails.com/cdn/shop/files/AllTooWell-ErsaNailsPressOnNails_0.jpg?v=1732157627&width=560, https://ersanails.com/cdn/shop/files/AllTooWell-ErsaNailsPressOnNails_0.jpg?v=1732157627&width=590, https://ersanails.com/cdn/shop/files/AllTooWell-ErsaNailsPressOnNails_0.jpg?v=1732157627&width=606, https://ersanails.com/cdn/shop/files/AllTooWell-ErsaNailsPressOnNails_0.jpg?v=1732157627&width=630, https://ersanails.com/cdn/shop/files/AllTooWell-ErsaNailsPressOnNails_0.jpg?v=1732157627&width=670, https://ersanails.com/cdn/shop/files/AllTooWell-ErsaNailsPressOnNails_0.jpg?v=1732157627&width=720, https://ersanails.com/cdn/shop/files/AllTooWell-ErsaNailsPressOnNails_0.jpg?v=1732157627&width=738, https://ersanails.com/cdn/shop/files/AllTooWell-ErsaNailsPressOnNails_0.jpg?v=1732157627&width=770, https://ersanails.com/cdn/shop/files/AllTooWell-ErsaNailsPressOnNails_0.jpg?v=1732157627&width=814, https://ersanails.com/cdn/shop/files/AllTooWell-ErsaNailsPressOnNails_0.jpg?v=1732157627&width=900, https://ersanails.com/cdn/shop/files/AllTooWell-ErsaNailsPressOnNails_0.jpg?v=1732157627&width=1024, https://ersanails.com/cdn/shop/files/AllTooWell-ErsaNailsPressOnNails_0.jpg?v=1732157627&width=1080, https://ersanails.com/cdn/shop/files/AllTooWell-ErsaNailsPressOnNails_0.jpg?v=1732157627&width=1080"
Petal Pink,$39.99 USD,https://ersanails.com/collections/all/products/petal-pink,"https://ersanails.com/cdn/shop/files/PetalPink-ErsaNailsPressOnNails_0.jpg?v=1731995067&width=180, https://ersanails.com/cdn/shop/files/PetalPink-ErsaNailsPressOnNails_0.jpg?v=1731995067&width=240, https://ersanails.com/cdn/shop/files/PetalPink-ErsaNailsPressOnNails_0.jpg?v=1731995067&width=300, https://ersanails.com/cdn/shop/files/PetalPink-ErsaNailsPressOnNails_0.jpg?v=1731995067&width=360, https://ersanails.com/cdn/shop/files/PetalPink-ErsaNailsPressOnNails_0.jpg?v=1731995067&width=400, https://ersanails.com/cdn/shop/files/PetalPink-ErsaNailsPressOnNails_0.jpg?v=1731995067&width=460, https://ersanails.com/cdn/shop/files/PetalPink-ErsaNailsPressOnNails_0.jpg?v=1731995067&width=540, https://ersanails.com/cdn/shop/files/PetalPink-ErsaNailsPressOnNails_0.jpg?v=1731995067&width=560, https://ersanails.com/cdn/shop/files/PetalPink-ErsaNailsPressOnNails_0.jpg?v=1731995067&width=590, https://ersanails.com/cdn/shop/files/PetalPink-ErsaNailsPressOnNails_0.jpg?v=1731995067&width=606, https://ersanails.com/cdn/shop/files/PetalPink-ErsaNailsPressOnNails_0.jpg?v=1731995067&width=630, https://ersanails.com/cdn/shop/files/PetalPink-ErsaNailsPressOnNails_0.jpg?v=1731995067&width=670, https://ersanails.com/cdn/shop/files/PetalPink-ErsaNailsPressOnNails_0.jpg?v=1731995067&width=720, https://ersanails.com/cdn/shop/files/PetalPink-ErsaNailsPressOnNails_0.jpg?v=1731995067&width=738, https://ersanails.com/cdn/shop/files/PetalPink-ErsaNailsPressOnNails_0.jpg?v=1731995067&width=770, https://ersanails.com/cdn/shop/files/PetalPink-ErsaNailsPressOnNails_0.jpg?v=1731995067&width=814, https://ersanails.com/cdn/shop/files/PetalPink-ErsaNailsPressOnNails_0.jpg?v=1731995067&width=900, https://ersanails.com/cdn/shop/files/PetalPink-ErsaNailsPressOnNails_0.jpg?v=1731995067&width=1024, https://ersanails.com/cdn/shop/files/PetalPink-ErsaNailsPressOnNails_0.jpg?v=1731995067&width=1080, https://ersanails.com/cdn/shop/files/PetalPink-ErsaNailsPressOnNails_0.jpg?v=1731995067&width=1080"
Violet Nebula,$34.99 USD$39.99 USD,https://ersanails.com/collections/all/products/violet-nebula,"https://ersanails.com/cdn/shop/files/VioletNebula-ErsaNailsPressOnNails_1.jpg?v=1730871603&width=180, https://ersanails.com/cdn/shop/files/VioletNebula-ErsaNailsPressOnNails_1.jpg?v=1730871603&width=240, https://ersanails.com/cdn/shop/files/VioletNebula-ErsaNailsPressOnNails_1.jpg?v=1730871603&width=300, https://ersanails.com/cdn/shop/files/VioletNebula-ErsaNailsPressOnNails_1.jpg?v=1730871603&width=360, https://ersanails.com/cdn/shop/files/VioletNebula-ErsaNailsPressOnNails_1.jpg?v=1730871603&width=400, https://ersanails.com/cdn/shop/files/VioletNebula-ErsaNailsPressOnNails_1.jpg?v=1730871603&width=460, https://ersanails.com/cdn/shop/files/VioletNebula-ErsaNailsPressOnNails_1.jpg?v=1730871603&width=540, https://ersanails.com/cdn/shop/files/VioletNebula-ErsaNailsPressOnNails_1.jpg?v=1730871603&width=560, https://ersanails.com/cdn/shop/files/VioletNebula-ErsaNailsPressOnNails_1.jpg?v=1730871603&width=590, https://ersanails.com/cdn/shop/files/VioletNebula-ErsaNailsPressOnNails_1.jpg?v=1730871603&width=606, https://ersanails.com/cdn/shop/files/VioletNebula-ErsaNailsPressOnNails_1.jpg?v=1730871603&width=630, https://ersanails.com/cdn/shop/files/VioletNebula-ErsaNailsPressOnNails_1.jpg?v=1730871603&width=670, https://ersanails.com/cdn/shop/files/VioletNebula-ErsaNailsPressOnNails_1.jpg?v=1730871603&width=720, https://ersanails.com/cdn/shop/files/VioletNebula-ErsaNailsPressOnNails_1.jpg?v=1730871603&width=738, https://ersanails.com/cdn/shop/files/VioletNebula-ErsaNailsPressOnNails_1.jpg?v=1730871603&width=770, https://ersanails.com/cdn/shop/files/VioletNebula-ErsaNailsPressOnNails_1.jpg?v=1730871603&width=814, https://ersanails.com/cdn/shop/files/VioletNebula-ErsaNailsPressOnNails_1.jpg?v=1730871603&width=900, https://ersanails.com/cdn/shop/files/VioletNebula-ErsaNailsPressOnNails_1.jpg?v=1730871603&width=1024, https://ersanails.com/cdn/shop/files/VioletNebula-ErsaNailsPressOnNails_1.jpg?v=1730871603&width=1080, https://ersanails.com/cdn/shop/files/VioletNebula-ErsaNailsPressOnNails_1.jpg?v=1730871603&width=1080"
Midnight Madness,$44.99 USD$54.99 USD,https://ersanails.com/collections/all/products/midnight-madness,"https://ersanails.com/cdn/shop/files/MidnightMadness-ErsaNailsPressOnNails_0.jpg?v=1731996933&width=180, https://ersanails.com/cdn/shop/files/MidnightMadness-ErsaNailsPressOnNails_0.jpg?v=1731996933&width=240, https://ersanails.com/cdn/shop/files/MidnightMadness-ErsaNailsPressOnNails_0.jpg?v=1731996933&width=300, https://ersanails.com/cdn/shop/files/MidnightMadness-ErsaNailsPressOnNails_0.jpg?v=1731996933&width=360, https://ersanails.com/cdn/shop/files/MidnightMadness-ErsaNailsPressOnNails_0.jpg?v=1731996933&width=400, https://ersanails.com/cdn/shop/files/MidnightMadness-ErsaNailsPressOnNails_0.jpg?v=1731996933&width=460, https://ersanails.com/cdn/shop/files/MidnightMadness-ErsaNailsPressOnNails_0.jpg?v=1731996933&width=540, https://ersanails.com/cdn/shop/files/MidnightMadness-ErsaNailsPressOnNails_0.jpg?v=1731996933&width=560, https://ersanails.com/cdn/shop/files/MidnightMadness-ErsaNailsPressOnNails_0.jpg?v=1731996933&width=590, https://ersanails.com/cdn/shop/files/MidnightMadness-ErsaNailsPressOnNails_0.jpg?v=1731996933&width=606, https://ersanails.com/cdn/shop/files/MidnightMadness-ErsaNailsPressOnNails_0.jpg?v=1731996933&width=630, https://ersanails.com/cdn/shop/files/MidnightMadness-ErsaNailsPressOnNails_0.jpg?v=1731996933&width=670, https://ersanails.com/cdn/shop/files/MidnightMadness-ErsaNailsPressOnNails_0.jpg?v=1731996933&width=720, https://ersanails.com/cdn/shop/files/MidnightMadness-ErsaNailsPressOnNails_0.jpg?v=1731996933&width=738, https://ersanails.com/cdn/shop/files/MidnightMadness-ErsaNailsPressOnNails_0.jpg?v=1731996933&width=770, https://ersanails.com/cdn/shop/files/MidnightMadness-ErsaNailsPressOnNails_0.jpg?v=1731996933&width=814, https://ersanails.com/cdn/shop/files/MidnightMadness-ErsaNailsPressOnNails_0.jpg?v=1731996933&width=900, https://ersanails.com/cdn/shop/files/MidnightMadness-ErsaNailsPressOnNails_0.jpg?v=1731996933&width=1024, https://ersanails.com/cdn/shop/files/MidnightMadness-ErsaNailsPressOnNails_0.jpg?v=1731996933&width=1080, https://ersanails.com/cdn/shop/files/MidnightMadness-ErsaNailsPressOnNails_0.jpg?v=1731996933&width=1080"
Faithful,$69.99 USD,https://ersanails.com/collections/all/products/faithful,"https://ersanails.com/cdn/shop/files/Faithful-ErsaNailsPressOnNails_01_60a36588-90ac-48cd-a27f-027cae54a4d7.jpg?v=1739861357&width=180, https://ersanails.com/cdn/shop/files/Faithful-ErsaNailsPressOnNails_01_60a36588-90ac-48cd-a27f-027cae54a4d7.jpg?v=1739861357&width=240, https://ersanails.com/cdn/shop/files/Faithful-ErsaNailsPressOnNails_01_60a36588-90ac-48cd-a27f-027cae54a4d7.jpg?v=1739861357&width=300, https://ersanails.com/cdn/shop/files/Faithful-ErsaNailsPressOnNails_01_60a36588-90ac-48cd-a27f-027cae54a4d7.jpg?v=1739861357&width=360, https://ersanails.com/cdn/shop/files/Faithful-ErsaNailsPressOnNails_01_60a36588-90ac-48cd-a27f-027cae54a4d7.jpg?v=1739861357&width=400, https://ersanails.com/cdn/shop/files/Faithful-ErsaNailsPressOnNails_01_60a36588-90ac-48cd-a27f-027cae54a4d7.jpg?v=1739861357&width=460, https://ersanails.com/cdn/shop/files/Faithful-ErsaNailsPressOnNails_01_60a36588-90ac-48cd-a27f-027cae54a4d7.jpg?v=1739861357&width=540, https://ersanails.com/cdn/shop/files/Faithful-ErsaNailsPressOnNails_01_60a36588-90ac-48cd-a27f-027cae54a4d7.jpg?v=1739861357&width=560, https://ersanails.com/cdn/shop/files/Faithful-ErsaNailsPressOnNails_01_60a36588-90ac-48cd-a27f-027cae54a4d7.jpg?v=1739861357&width=590, https://ersanails.com/cdn/shop/files/Faithful-ErsaNailsPressOnNails_01_60a36588-90ac-48cd-a27f-027cae54a4d7.jpg?v=1739861357&width=606, https://ersanails.com/cdn/shop/files/Faithful-ErsaNailsPressOnNails_01_60a36588-90ac-48cd-a27f-027cae54a4d7.jpg?v=1739861357&width=630, https://ersanails.com/cdn/shop/files/Faithful-ErsaNailsPressOnNails_01_60a36588-90ac-48cd-a27f-027cae54a4d7.jpg?v=1739861357&width=670, https://ersanails.com/cdn/shop/files/Faithful-ErsaNailsPressOnNails_01_60a36588-90ac-48cd-a27f-027cae54a4d7.jpg?v=1739861357&width=720, https://ersanails.com/cdn/shop/files/Faithful-ErsaNailsPressOnNails_01_60a36588-90ac-48cd-a27f-027cae54a4d7.jpg?v=1739861357&width=738, https://ersanails.com/cdn/shop/files/Faithful-ErsaNailsPressOnNails_01_60a36588-90ac-48cd-a27f-027cae54a4d7.jpg?v=1739861357&width=770, https://ersanails.com/cdn/shop/files/Faithful-ErsaNailsPressOnNails_01_60a36588-90ac-48cd-a27f-027cae54a4d7.jpg?v=1739861357&width=814, https://ersanails.com/cdn/shop/files/Faithful-ErsaNailsPressOnNails_01_60a36588-90ac-48cd-a27f-027cae54a4d7.jpg?v=1739861357&width=900, https://ersanails.com/cdn/shop/files/Faithful-ErsaNailsPressOnNails_01_60a36588-90ac-48cd-a27f-027cae54a4d7.jpg?v=1739861357&width=1024, https://ersanails.com/cdn/shop/files/Faithful-ErsaNailsPressOnNails_01_60a36588-90ac-48cd-a27f-027cae54a4d7.jpg?v=1739861357&width=1080, https://ersanails.com/cdn/shop/files/Faithful-ErsaNailsPressOnNails_01_60a36588-90ac-48cd-a27f-027cae54a4d7.jpg?v=1739861357&width=1080"
Thorned Heart,$44.99 USD$54.99 USD,https://ersanails.com/collections/all/products/thorned-heart,"https://ersanails.com/cdn/shop/files/ThornedHeart-ErsaNailsPressOnNails_0.jpg?v=1731997211&width=180, https://ersanails.com/cdn/shop/files/ThornedHeart-ErsaNailsPressOnNails_0.jpg?v=1731997211&width=240, https://ersanails.com/cdn/shop/files/ThornedHeart-ErsaNailsPressOnNails_0.jpg?v=1731997211&width=300, https://ersanails.com/cdn/shop/files/ThornedHeart-ErsaNailsPressOnNails_0.jpg?v=1731997211&width=360, https://ersanails.com/cdn/shop/files/ThornedHeart-ErsaNailsPressOnNails_0.jpg?v=1731997211&width=400, https://ersanails.com/cdn/shop/files/ThornedHeart-ErsaNailsPressOnNails_0.jpg?v=1731997211&width=460, https://ersanails.com/cdn/shop/files/ThornedHeart-ErsaNailsPressOnNails_0.jpg?v=1731997211&width=540, https://ersanails.com/cdn/shop/files/ThornedHeart-ErsaNailsPressOnNails_0.jpg?v=1731997211&width=560, https://ersanails.com/cdn/shop/files/ThornedHeart-ErsaNailsPressOnNails_0.jpg?v=1731997211&width=590, https://ersanails.com/cdn/shop/files/ThornedHeart-ErsaNailsPressOnNails_0.jpg?v=1731997211&width=606, https://ersanails.com/cdn/shop/files/ThornedHeart-ErsaNailsPressOnNails_0.jpg?v=1731997211&width=630, https://ersanails.com/cdn/shop/files/ThornedHeart-ErsaNailsPressOnNails_0.jpg?v=1731997211&width=670, https://ersanails.com/cdn/shop/files/ThornedHeart-ErsaNailsPressOnNails_0.jpg?v=1731997211&width=720, https://ersanails.com/cdn/shop/files/ThornedHeart-ErsaNailsPressOnNails_0.jpg?v=1731997211&width=738, https://ersanails.com/cdn/shop/files/ThornedHeart-ErsaNailsPressOnNails_0.jpg?v=1731997211&width=770, https://ersanails.com/cdn/shop/files/ThornedHeart-ErsaNailsPressOnNails_0.jpg?v=1731997211&width=814, https://ersanails.com/cdn/shop/files/ThornedHeart-ErsaNailsPressOnNails_0.jpg?v=1731997211&width=900, https://ersanails.com/cdn/shop/files/ThornedHeart-ErsaNailsPressOnNails_0.jpg?v=1731997211&width=1024, https://ersanails.com/cdn/shop/files/ThornedHeart-ErsaNailsPressOnNails_0.jpg?v=1731997211&width=1080, https://ersanails.com/cdn/shop/files/ThornedHeart-ErsaNailsPressOnNails_0.jpg?v=1731997211&width=1080"
Scarlet Petals,$44.99 USD$49.99 USD,https://ersanails.com/collections/all/products/scarlet-petals,"https://ersanails.com/cdn/shop/files/ScarletPetals-ErsaNailsPressOnNails_1.jpg?v=1731043274&width=180, https://ersanails.com/cdn/shop/files/ScarletPetals-ErsaNailsPressOnNails_1.jpg?v=1731043274&width=240, https://ersanails.com/cdn/shop/files/ScarletPetals-ErsaNailsPressOnNails_1.jpg?v=1731043274&width=300, https://ersanails.com/cdn/shop/files/ScarletPetals-ErsaNailsPressOnNails_1.jpg?v=1731043274&width=360, https://ersanails.com/cdn/shop/files/ScarletPetals-ErsaNailsPressOnNails_1.jpg?v=1731043274&width=400, https://ersanails.com/cdn/shop/files/ScarletPetals-ErsaNailsPressOnNails_1.jpg?v=1731043274&width=460, https://ersanails.com/cdn/shop/files/ScarletPetals-ErsaNailsPressOnNails_1.jpg?v=1731043274&width=540, https://ersanails.com/cdn/shop/files/ScarletPetals-ErsaNailsPressOnNails_1.jpg?v=1731043274&width=560, https://ersanails.com/cdn/shop/files/ScarletPetals-ErsaNailsPressOnNails_1.jpg?v=1731043274&width=590, https://ersanails.com/cdn/shop/files/ScarletPetals-ErsaNailsPressOnNails_1.jpg?v=1731043274&width=606, https://ersanails.com/cdn/shop/files/ScarletPetals-ErsaNailsPressOnNails_1.jpg?v=1731043274&width=630, https://ersanails.com/cdn/shop/files/ScarletPetals-ErsaNailsPressOnNails_1.jpg?v=1731043274&width=670, https://ersanails.com/cdn/shop/files/ScarletPetals-ErsaNailsPressOnNails_1.jpg?v=1731043274&width=720, https://ersanails.com/cdn/shop/files/ScarletPetals-ErsaNailsPressOnNails_1.jpg?v=1731043274&width=738, https://ersanails.com/cdn/shop/files/ScarletPetals-ErsaNailsPressOnNails_1.jpg?v=1731043274&width=770, https://ersanails.com/cdn/shop/files/ScarletPetals-ErsaNailsPressOnNails_1.jpg?v=1731043274&width=814, https://ersanails.com/cdn/shop/files/ScarletPetals-ErsaNailsPressOnNails_1.jpg?v=1731043274&width=900, https://ersanails.com/cdn/shop/files/ScarletPetals-ErsaNailsPressOnNails_1.jpg?v=1731043274&width=1024, https://ersanails.com/cdn/shop/files/ScarletPetals-ErsaNailsPressOnNails_1.jpg?v=1731043274&width=1080, https://ersanails.com/cdn/shop/files/ScarletPetals-ErsaNailsPressOnNails_1.jpg?v=1731043274&width=1080"
